title,pageid,wikitext
Adam adam denmekle adam olunmaz,452861,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# Hiç değeri olmadığı halde değer verip saygı duyarak, bazı ünvanlar vererek ve överek hiçbir kimse iyi yetişmiş, değerli bir insan yapılamaz."
"Adam adam, pehlivan başka adam",230343,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] adam, pehlivan başka adam

:[1] Herkesin yapabildiği işleri yapan adam, sıradan bir kişidir. Herkesin yapamayacağı işiyapabilen adam, üstün nitelikli kişi olarak tanınıp övülür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Adam adama gerek olmasa her biri bir dağ başında olurdu,230345,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] adama gerek olmasa her biri bir dağ başında olurdu

:[1] İnsanlar bütün gereksemelerini tek başlarına sağlayamazlar. Bunun için toplu yaşamak ve birbirlerine yardım etmek zorundadırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Adam adama gerek olur,230346,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] adama gerek olur,

:[1] İnsanlar her zaman birbirlerine gerek olurlar. 

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adam adama yük değil, can gövdeye mülk değil",230347,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] adama yük değil, can gövdeye mülk değil

:[1] Bir kimseye konuk olan ya da bir iş için gelen kişi o kimsenin yanında uzun süre durmaz. Canımız bile sürekli olarak gövdemizde kalmayacaktır. Onun için yanımıza gelen kimseleri yük olarak düşünmemeliyiz.kimsye yük olmamalıyız. Misafirler gibi hayat da gelip geçicidir. 


====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adam adamdan korkmaz, utanır",230349,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] adamdan korkmaz, utanır

:[1] Bir kimse başka bir kimseye hak ettiği sert karşılığı vermiyor ve bir kötülük yapmıyorsa korktuğundan değil, hatır saydığındandır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adam adamdır, olmasa da pulu; eşek eşektir, olmasa da çulu",230348,"==Türkçe==
===Atasözü===
{{tr-atasözü}}
# İnsanın değeri [[zengin]] olmakla artmaz. Yoksulluk da insanın değerini azaltmaz. Öte yandan [[değersiz]] insan kılık kıyafetle [[değer]] kazanmaz. Nasıl ki çulu olmayan [[eşek]], eşek olmaktan çıkmaz.

===Kaynakça===
* {{Aksoy, Ömer Asım-ADS-1995}}"
Adam adamı bir kere aldatır,230344,"{{Haftanın Atasözü|24|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] adamı bir kere aldatır

:[1] Bir kimse, başkasını bir kez aldatabilir; ikinci kez aldatamaz. Çünkü birinci aldanmadan ders alan kişi artık ona inanmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adam hacı mı olur ulaşmakla Mekke'ye, eşek derviş mi olur taş çekmekle tekkeye?",230350,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Adam [[hacı]] mı olur ulaşmakla Mekke'ye, eşek derviş mi olur taş çekmekle tekkeye?

:[1] Belli bir düzeye erişmek, o durumun gerektirdiği nitelikleri taşımakla ya da yerine getirmekle gerçekleşir. Görünüşü ona benzetmekle değil.

:[2] İstenilen mertebeye erişmek, onun gereklerini yapıyor görünmekle değil gerçekten yapmakla olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Adam iş başında belli olur,230351,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] iş başında belli olur

:[1] Bir insanın gerçek değeri,iş başında gösterdiği yeterlik ve başarı ile, çevresindekilere karşı davranışıyla ölçülür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Adam olacak çocuk bokundan belli olur,230352,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

* [[Adam]] olacak çocuk bokundan belli olur.

:[1] Bir kişinin yeni başladığı işte ilerleyebilip, ilerleyemeyeceği daha ilk davranışlarından anlaşılır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Adam olana bir söz yeter,230353,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü|baş=[[adam|Adam]] [[olmak|olana]] [[bir]] [[söz]] [[yetmek|yeter]]}}

:[1] Kendisine bir şey yaptırmak istediğimiz, ya da bir öğüt verdiğimiz kimse anlayışlı bir kişi ise bir kez söylemekle o işi yapar, öğüdü dinler. İstediğimizi yapmayıp bizi döne döne söylemek zorunda bırakan kimsenin insanlık niteliği eksiktir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adam yanıla yanıla, pehlivan yenile yenile",230354,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adam]] yanıla yanıla, pehlivan yenile yenile

:[1] Kişi, her girişiminde başarılı olmayabilir, yanılmış olur. Ama yeni girişimlerinde eskihatalara düşmeyecek deneyimler kazanmış olacağından başarma şansı artar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adamak kolay, ödemek güçtür",230342,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adamak]] kolay, ödemek güçtür

:[1] Söz vermek kolaydır, ancak bu sözü yerine getirmek güçtür. Çünkü bu, ya para ödemeyi ya da
 uğraşıp bir şey yapmayı gerektirir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adamak kolay, ödemek zordur",382968,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] Söz vermek kolaydır ancak o sözü yerine getirmek zordur.

====Kaynakça====
{{Kaynak-TDK|{{PAGENAME}}}}"
Adamakla mal tükenmez,211810,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adamak]]la [[mal]] [[tükenmek|tükenmez]]

:[1] Yapabileceğinden çok vaatte bulunanlar için alay yollu söylenen bir söz."
Adamın ahmağı malını över,230338,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adamın]] ahmağı malını över

:[1] Malını öven kişi, dinleyenlerde o mala karşı hırs ve istek uyandırır. Bu da malın elden gitmesine yol açar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Adamın iyisi alışverişte belli olur,230339,"Adamın iyisi iş başında belli olur

==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adamın]] iyisi alışverişte belli olur

:[1] Birçok insanlar çıkarları için ahlak dışı davranışlarda bulunmaktan çekinmezler. Böyle davranışlara en çok iş başında rastlanır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}*"
"Adamın kötüsü olmaz, meğer züğürt ola",230340,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Adamın]] kötüsü olmaz, meğer züğürt ola

:[1] Toplum içinde her kişinin bir değeri vardır. Değer verilmeyen kişiler sadece zügürtlerdir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Adamın yere bakanından, suyun sessiz akanından kork",230341,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
(1) Derinve tehlikelidir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
adamlık sende kalsın,211808,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
# Karşı taraf [[iyilik]] bilmese de sen yine iyilik et.
# Bu işi nasıl olsa sana yaptıracaklar, bari kendiliğinden yap da [[onur]]unu koru."
Agaç düşse de yakınına yaslanır,230357,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Agaç]] düşse de yakınına yaslanır

:[1] Durumu bozulan kimseyi yakınları destekler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Agaçtan maşa olmaz,230356,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Agaçtan]] maşa olmaz

:[1] Yeteneksiz, beceriksiz kimse, önemli işlerde kulanılamaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağa borç eder, uşak harç",230292,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağa]] borç eder, uşak harç
# Efendisi para sıkıntısı içinde olup borç etse bile uşak halden anlamaz. Para sıkıntısı çekmedikleri zamanlardaki bol harcamayı sürdürür.

====Kaynaklar====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağaca balta vurmuşlar ""sapı bedenimden"" demiş",176558,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

[[ağaç|Ağaca]] [[balta]] [[vurmak|vurmuşlar]] ""[[sapı]] [[beden]]imden"" [[demek|demiş]].

:[1] ""Bir kişi veya topluluğa en büyük zararı yine o kişi veya [[topluluk]] ile çok yakın ilişkide olan kişi veya kişiler verir"" anlamında kullanılan bir söz."
Ağaca balta vurmuşlar sapı bedenimden demiş,230284,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağaca]] balta vurmuşlar sapı bedenimden demiş

:[1] Bir kimseye en büyük kötülük, nankör olan yakınlarından ve kendi yetiştirdiklerinden gelir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağaca çıkan keçinin dala bakan oğlağı olur,230283,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağaca]] çıkan keçinin dala bakan oğlağı olur

# Çocuklar anne ve babalarından, küçükler büyüklerinden gördüklerini yapmaya özenirler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}  aaakiliki"
"Ağaca dayanma kurur, insana dayanma ölür",230285,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağaca]] dayanma kurur insana dayanma ölür

:[1] Hiçbir destek sürekli olmaz. Bunun için insan yapacağı işte başkalarının desteklemesine güvenmemeli, yalnız kendi gücüne dayanmalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}
Ağaca dayanma kurur, duvara dayanma yıkılır, insana dayanma ölür, dayan Yüce Mevlâ'ya!"
"Ağacı kurt, insanı dert yer",176556,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# ""İnsanlar çok fazla üzüldüklerinde sağlıklarını yitirirler"" anlamında kullanılan bir söz.
===Kaynakça===
Aksoy, Ömer Asım (1995). Atasözleri ve Deyimler Sözlüğü 2 Deyimler Sözlüğü. İstanbul: İnkılâp Kitabevi. ISBN 975-10-0128-5."
Ağacın kurdu içinde olur,176557,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

[[ağaç|Ağacın]] [[kurdu]] [[iç]]inde [[olmak|olur]].

:[1] ""Toplumlarda kötü veya erdemsiz kişiler ortalarda gözükmez, saklanırlar"" anlamında kullanılan bir söz."
Ağaç ağaç içinde büyür,230281,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağaç]] ağaç içinde büyür

:[1] Bir gencin yetişip olgunlaşması, çevresinde yetişmiş, olgunlaşmış kişiler bulunmasıyla,onların koruyup eğitmesiyle gerçekleşir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağaç kökünden yıkılır,176549,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

[[Ağaç]] [[kök]]ünden [[yıkılmak|yıkılır]].

:[1] ""Toplulukların bozulmasında topluluğun başında bulunan kişi çok etkilidir"" anlamında kullanılan bir söz."
Ağaç ne kadar uzasa göğe ermez,230358,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
# insan ne denli yükselirse yükselsin, bir yerde durur."
Ağaç yaprağıyla gürler,230282,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
# İnsan önemli işleri akrabasından, yakınlarından veya yandaşlarından güç alarak daha kolay yapar."
Ağaç yaş iken eğilir,225122,"== Türkçe ==
===Atasözü===
{{tr-atasözü}}
Çocuklar küçükken daha kolay eğitilir ama büyüyünce zor eğitilir anlamına gelen bir söz denir  ve ata sözü"
Ağaç yaşken eğilir,176547,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

[[Ağaç]] [[yaş]]ken [[eğilmek|eğilir]].

:[1] ""Terbiye ve eğitimin etkili olması için küçük yaşta başlamak gerekir."" anlamında kullanılan bir söz."
"Ağaç, meyvesi olunca başını aşağı salar",230280,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağaç]], meyvesi olunca başını aşağı salar

:[1] Faydalı eser veren, erdem ve bilgi ile donanmış olan insan, kimseye yüksekten bakmaz,alçakgönüllü olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağaça çıksa pabucu yerde kalmaz,225114,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağaç]]a [[çıkmak|çıksa]] pabucu [[yer]]de [[kalmak|kalmaz]]

:[1] ""Davranışlarına engel olacak hiçbir takıntısı yok."" anlamında bir söz."
"Ağaçtan maşa, aptaldan paşa olmaz",176548,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

[[Ağaç]]tan [[maşa]], [[aptal]]dan [[paşa]] [[olmak|olmaz]].

:[1] ""Yetenek ve özellikleri uygun olmayan insanlar verilen görevleri yapamazlar."" anlamında kullanılan bir söz."
"Ağalık vermekle, yiğitlik vurmakla",230286,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağalık]] vermekle, yiğitlik vurmakla

:[1] Çevrede hatırı sayılır, sözü geçer bir adam olmak istersen, gereken yerlere bol parayardımında bulunacaksın; eş, dost uğruna bol para harcayacaksın. Yigit diye tanınmak istersen,savaşta da barışta da vurucu, kırıcı olacaksın.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağanın alnı terlemezse ırgatın burnu kanamaz,230287,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağa]]nın [[alın|alnı]] [[terlemek|terlemezse]] [[ırgat]]ın [[burun|burnu]] [[kanamak|kanamaz]]

:[1] İşveren, birlikte çalışıp yorulmazsa, işçi var gücüyle işe sarılmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağanın gözü ata tımardır,230290,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağanın]] gözü ata tımardır

:[1] Ağanın gözü atın üzerinden eksik olmazsa ata iyi bakılır.İş sahipleri de işlerini sürekli olarak denetlerlerse iş düzgün gider.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağanın gözü öküzü semiz eder,230289,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağanın]] gözü öküzü semiz eder

:[1] Ana baba, çocuklarına, mal sahipleri mallarına iyi bakarlarsa sevindirici sonuçlar alırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağanın gözü, yiğidin sözü",230288,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağanın]] gözü, yiğidin sözü

:[1] Bir yerin büyüğü için önemli şey, işleri denetlemektir. Yiğit için önemli şey ise sözünün eri olmaktır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağaran baş, ağlayan göz gizlenmez",230291,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağaran]] baş, ağlayan göz gizlenmez

:[1] Belirtileri ortada olan yaşlılık da, izleri ortada duran üzüntü de ne yapılsa gizlenemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağası güçlü olanın kulu asi olur,400426,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] [[Dişli]] birine dayanan, güvenen [[kişi]] [[herkes]]e [[kafa]] tutar, [[kabadayı]]ca davranır.

====Köken====
:{{köken|dil=tr|tr}}

====Kaynakça====
{{Kaynak-TDK|{{PAGENAME}}}}"
Ağılda oğlak doğsa ovada otu biter,230270,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağıl]]da oğlak doğsa ovada otu biter

:[1] Tanrı her yaratığının rızkını birlikte yaratır.

====Eş anlamlılar====
:[1] [[Ağılda oğlak doğsa, hepsini yer]]

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağılda oğlak doğsa, dere boyunda otu biter",217020,"{{Haftanın Atasözü|8|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağıl]]da [[oğlak]] [[doğmak|doğsa]], [[dere]] [[boy]]unda [[ot]]u [[bitmek|biter]]

:[1] ""Her canlının rızkı Tanrı tarafından verilir"" anlamında bir söz.

====Köken====
:[1] {{k|dil=tr|otk}} [[Agılda oglak togsa arıkda otı öner]]

====Eş anlamlılar====
:[1] [[Ağılda oğlak doğsa ovada otu biter]]

====Kaynakça====
*{{Erdi, Seçkin-DLT-2005}}"
Ağır git ki yol alasın,230272,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağır]] git ki yol alasın

:[1] Tuttuğu yolda ilerlemek isteyen, ağır ağır, ama güvenilir adımlarla yürümelidir. İven kimse sürçebilir, yolunu şaşırabilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağır kazan geç kaynar,296339,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Ağır [[kazan]] geç kaynar

:[1] Kalın kafalı insan bir konuyu zor anlar.
:[2] Tembel olan işini geç yapar.
:[3] Ağırbaşlı insan çabuk öfkelenmez."
Ağır ol batman gel,230273,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağır]] ol batman gel

:[1] Batmanlarla tartılacak gibi ağır ol. Ağırbaşlı ol ki değerin üstün tutulsun.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağır ol, ağa desinler",388978,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Ağır ol, [[ağa]] desinler.

:[1] Ağırbaşlı olan kişiler toplumda daima sevilip sayılırlar ve ağalar, paşalar gibi hürmet görürler. Oysa hoppalık, züppelik ve hafifmeşreplik yapan kişilere hiç kimse saygı duymaz. Kendini bilen kişiler ağırbaşlılığı elden bırakmazlar.

====Kaynakça====
*İskender Pala, Sözün Özünden Dünden Bugüne Atasözleri, Kapı yayınları, 2010."
Ağır otur ki bey desinler,230274,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağır]] otur ki bey desinler

:[1] Hoppalık, züppelik etme; ağırbaşlı ol ki büyüğümüz diye sana saygı göstersinler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağır taş batman döver,230275,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağır]] taş batman döver

:[1] Ağırbaşlı kişi kimsenin oyuncağı olmaz. Onu hırpalamaya kimsenin gücü yetmez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ağır yongayı yel kaldırmaz,230276,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağır]] yongayı yel kaldırmaz.

:[1] Ağırbaşlı kimseye şöyle böyle olaylar etki yapamaz, zarar veremez

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağırlık altın kale, hafiflik başa bela",230271,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağırlık]] altın kale, hafiflik başa bela

:[1] Ağırbaşlı kimselere herkes hayran olur, saygı gösterir. Gereksiz işler yapan, gereksiz laflar eden, her şeye burnunu sokan kişiler aşağılanırlar, hep başlarına dert açarlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağız büzülür, göz süzülür, ille burun, ille burun",230278,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağız]] büzülür, göz süzülür, ille burun, ille burun

:[1] Kimi kusurların düzeltilmesi kolaydır. Ancak öyle kusurlar vardır ki düzeltilemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağız yer, yüz utanır",230279,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü|baş=[[ağız|Ağız]] [[yemek|yer]], [[yüz]] [[utanmak|utanır]]}}

# Mükâfatlandırılan [[kişi]], [[mükâfat]]ı verenin dileğini yerine getirmemeye utanır; işini yapar.

===Kaynakça===
* {{Aksoy, Ömer Asım-ADS-1995}}"
"Ağızdan burun yakın, kardeşten karın",230277,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağızdan]] burun yakın, kardeşten karın

:[1] İnsanlar, hısımları arasında kardeşlerinden de çok kendi çocuklarını benimser, severler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ağlama ölü için, ağla deli için",230295,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ağlama]] ölü için, ağla deli için

:[1] Yakınlarınızdan biri ölse, birkaç gün ağlarsınız, sonra acınız küllenir. Ama yakınlarınızdan biri deli olsa, acıklı durumu hep gözünüzün önünde, dert her gün tazedir. Asıl ağlanacak durum budur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
